url,heading,release,last_edited,pub,publication,time_period,is_latest_release
https://explore-education-statistics.service.gov.uk/find-statistics/school-capacity/prerelease-access-list,School capacity,Academic year 2021/22,23-Mar-23,NA,School capacity,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-capacity/2020-21,School capacity,Academic year 2020/21,24-Mar-22,NA,School capacity,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-capacity/2018-19,School capacity,Academic year 2018/19,20-Aug-20,NA,School capacity,2018/19,No
https://explore-education-statistics.service.gov.uk/data-tables/school-capacity,Create your own tables,Table Tool,NA,School capacity,School capacity,,No
https://explore-education-statistics.service.gov.uk/find-statistics/multi-academy-trust-performance-measures-key-stages-2-4-and-5/data-guidance,"Multi-academy trust performance measures (Key stages 2, 4 and 5)",Academic year 2021/22,16-Mar-23,NA,"Multi-academy trust performance measures (Key stages 2, 4 and 5)",2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/multi-academy-trust-performance-measures-key-stages-2-4-and-5/prerelease-access-list,"Multi-academy trust performance measures (Key stages 2, 4 and 5)",Academic year 2021/22,16-Mar-23,NA,"Multi-academy trust performance measures (Key stages 2, 4 and 5)",2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/multi-academy-trust-performance-measures-key-stages-2-4-and-5,Create your own tables,Table Tool,NA,"Multi-academy trust performance measures (Key stages 2, 4 and 5)","Multi-academy trust performance measures (Key stages 2, 4 and 5)",,No
https://explore-education-statistics.service.gov.uk/find-statistics/ecf-and-npq-starts/data-guidance,ECF and NPQ starts,Academic year 2022/23,02-Mar-23,NA,ECF and NPQ starts,2022/23,No
https://explore-education-statistics.service.gov.uk/data-tables/ecf-and-npq-starts,Create your own tables,Table Tool,NA,ECF and NPQ starts,ECF and NPQ starts,,No
https://explore-education-statistics.service.gov.uk/find-statistics/neet-statistics-annual-brief/data-guidance,NEET age 16 to 24,Calendar year 2022,02-Mar-23,NA,NEET age 16 to 24,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/neet-statistics-annual-brief/prerelease-access-list,NEET age 16 to 24,Calendar year 2022,02-Mar-23,NA,NEET age 16 to 24,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/neet-statistics-annual-brief/2021,NEET age 16 to 24,Calendar year 2021,03-Mar-22,NA,NEET age 16 to 24,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/neet-statistics-annual-brief/2020,NEET age 16 to 24,Calendar year 2020,11-Mar-21,NA,NEET age 16 to 24,2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/neet-statistics-annual-brief/2019,NEET age 16 to 24,Calendar year 2019,05-Oct-20,NA,NEET age 16 to 24,2019,No
https://explore-education-statistics.service.gov.uk/data-tables/neet-statistics-annual-brief,Create your own tables,Table Tool,NA,NEET age 16 to 24,NEET age 16 to 24,,No
https://explore-education-statistics.service.gov.uk/find-statistics/children-s-social-work-workforce/data-guidance,Children's social work workforce,Reporting year 2022,23-Feb-23,NA,Children's social work workforce,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/children-s-social-work-workforce/prerelease-access-list,Children's social work workforce,Reporting year 2022,23-Feb-23,NA,Children's social work workforce,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/children-s-social-work-workforce/2021,Children's social work workforce,Reporting year 2021,24-Feb-22,NA,Children's social work workforce,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/children-s-social-work-workforce/2020,Children's social work workforce,Reporting year 2020,25-Feb-21,NA,Children's social work workforce,2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/children-s-social-work-workforce/2019,Children's social work workforce,Reporting year 2019,30-Sep-20,NA,Children's social work workforce,2019,No
https://explore-education-statistics.service.gov.uk/data-tables/children-s-social-work-workforce,Create your own tables,Table Tool,NA,Children's social work workforce,Children's social work workforce,,No
https://explore-education-statistics.service.gov.uk/find-statistics/vulnerable-children-and-young-people-survey/data-guidance,Vulnerable children and young people survey,Jul-22,15-Dec-22,NA,Vulnerable children and young people survey,Jul-22,No
https://explore-education-statistics.service.gov.uk/data-tables/vulnerable-children-and-young-people-survey,Create your own tables,Table Tool,NA,Vulnerable children and young people survey,Vulnerable children and young people survey,,No
https://explore-education-statistics.service.gov.uk/find-statistics/uk-revenue-from-education-related-exports-and-transnational-education-activity/data-guidance,UK revenue from education related exports and transnational education activity,Calendar year 2020,15-Dec-22,NA,UK revenue from education related exports and transnational education activity,2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/uk-revenue-from-education-related-exports-and-transnational-education-activity/prerelease-access-list,UK revenue from education related exports and transnational education activity,Calendar year 2020,15-Dec-22,NA,UK revenue from education related exports and transnational education activity,2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/uk-revenue-from-education-related-exports-and-transnational-education-activity/2019,UK revenue from education related exports and transnational education activity,Calendar year 2019,16-Dec-21,NA,UK revenue from education related exports and transnational education activity,2019,No
https://explore-education-statistics.service.gov.uk/data-tables/uk-revenue-from-education-related-exports-and-transnational-education-activity,Create your own tables,Table Tool,NA,UK revenue from education related exports and transnational education activity,UK revenue from education related exports and transnational education activity,,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-placements-for-children-from-outside-of-the-uk/data-guidance,School placements for children from outside of the UK,Sep-22,13-Oct-22,NA,School placements for children from outside of the UK,Sep-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-placements-for-children-from-outside-of-the-uk/2022-august,School placements for children from outside of the UK,Aug-22,29-Sep-22,NA,School placements for children from outside of the UK,Aug-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-placements-for-children-from-outside-of-the-uk/2022-july,School placements for children from outside of the UK,Jul-22,11-Aug-22,NA,School placements for children from outside of the UK,Jul-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-placements-for-children-from-outside-of-the-uk/2022-june,School placements for children from outside of the UK,Jun-22,14-Jul-22,NA,School placements for children from outside of the UK,Jun-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-placements-for-children-from-outside-of-the-uk/2022-may,School placements for children from outside of the UK,May-22,09-Jun-22,NA,School placements for children from outside of the UK,May-22,No
https://explore-education-statistics.service.gov.uk/data-tables/school-placements-for-children-from-outside-of-the-uk,Create your own tables,Table Tool,NA,School placements for children from outside of the UK,School placements for children from outside of the UK,,No
https://explore-education-statistics.service.gov.uk/data-tables/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak,Create your own tables,Table Tool,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/data-guidance,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 30 2022,26-Jul-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 30 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/prerelease-access-list,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 30 2022,26-Jul-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 30 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-28,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 28 2022,12-Jul-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 28 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-26,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 26 2022,28-Jun-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 26 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-24,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 24 2022,14-Jun-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 24 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-22,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 22 2022,31-May-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 22 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-20,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 20 2022,17-May-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 20 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-18,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 18 2022,04-May-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 18 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-16,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 16 2022,19-Apr-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 16 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-14,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 14 2022,05-Apr-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 14 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-12,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 12 2022,22-Mar-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 12 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-10,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 10 2022,08-Mar-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 10 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-8,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 8 2022,22-Feb-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 8 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-6,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 6 2022,08-Feb-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 6 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-4,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 4 2022,25-Jan-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 4 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2022-week-2,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 2 2022,11-Jan-22,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 2 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/delivery-of-air-cleaning-units/data-guidance,Delivery of air cleaning units,Week 26 2022,30-Jun-22,NA,Delivery of air cleaning units,Week 26 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/delivery-of-air-cleaning-units/2022-week-19,Delivery of air cleaning units,Week 19 2022,12-May-22,NA,Delivery of air cleaning units,Week 19 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/delivery-of-air-cleaning-units/2022-week-11,Delivery of air cleaning units,Week 11 2022,17-Mar-22,NA,Delivery of air cleaning units,Week 11 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/delivery-of-air-cleaning-units/2022-week-9,Delivery of air cleaning units,Week 9 2022,03-Mar-22,NA,Delivery of air cleaning units,Week 9 2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/delivery-of-air-cleaning-units/2021-week-7,Delivery of air cleaning units,Week 7 2021,17-Feb-22,NA,Delivery of air cleaning units,Week 7 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-50,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 50 2021,14-Dec-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 50 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-48,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 48 2021,30-Nov-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 48 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-46,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 46 2021,16-Nov-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 46 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-44,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 44 2021,02-Nov-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 44 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-42,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 42 2021,19-Oct-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 42 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-40,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 40 2021,05-Oct-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 40 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-38,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 38 2021,21-Sep-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 38 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-30,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 30 2021,27-Jul-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 30 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-29,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 29 2021,20-Jul-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 29 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-28,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 28 2021,13-Jul-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 28 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-27,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 27 2021,06-Jul-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 27 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-26,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 26 2021,29-Jun-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 26 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-25,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 25 2021,22-Jun-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 25 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-24,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 24 2021,15-Jun-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 24 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-23,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 23 2021,08-Jun-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 23 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-21,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 21 2021,25-May-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 21 2021,No
https://explore-education-statistics.service.gov.uk/data-tables/delivery-of-air-cleaning-units,Create your own tables,Table Tool,NA,Delivery of air cleaning units,Delivery of air cleaning units,,No
https://explore-education-statistics.service.gov.uk/find-statistics/detailed-destinations-of-16-to-18-year-olds-in-further-education/data-guidance,Detailed destinations of 16 to 18 year olds in Further Education,Academic year 2018/19,25-May-22,NA,Detailed destinations of 16 to 18 year olds in Further Education,2018/19,No
https://explore-education-statistics.service.gov.uk/data-tables/detailed-destinations-of-16-to-18-year-olds-in-further-education,Create your own tables,Table Tool,NA,Detailed destinations of 16 to 18 year olds in Further Education,Detailed destinations of 16 to 18 year olds in Further Education,,No
https://explore-education-statistics.service.gov.uk/find-statistics/career-pathways-post-16-qualifications-held-by-employees/data-guidance,Career pathways: post-16 qualifications held by employees,Tax year 2018-19,25-May-22,NA,Career pathways: post-16 qualifications held by employees,2018-19,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-20,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 20 2021,18-May-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 20 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-19,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 19 2021,11-May-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 19 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-18,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 18 2021,05-May-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 18 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-17,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 17 2021,27-Apr-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 17 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-16,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 16 2021,20-Apr-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 16 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-14,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 14 2021,08-Apr-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 14 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-13,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 13 2021,30-Mar-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 13 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-12,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 12 2021,23-Mar-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 12 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-11,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 11 2021,16-Mar-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 11 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-10,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 10 2021,09-Mar-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 10 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-9,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 9 2021,02-Mar-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 9 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-8,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 8 2021,23-Feb-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 8 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-7,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 7 2021,16-Feb-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 7 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-6,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 6 2021,09-Feb-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 6 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-5,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 5 2021,02-Feb-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 5 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-4,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 4 2021,26-Jan-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 4 2021,No
https://explore-education-statistics.service.gov.uk/data-tables/career-pathways-post-16-qualifications-held-by-employees,Create your own tables,Table Tool,NA,Career pathways: post-16 qualifications held by employees,Career pathways: post-16 qualifications held by employees,,No
https://explore-education-statistics.service.gov.uk/find-statistics/children-s-social-work-workforce-attrition-caseload-and-agency-workforce/data-guidance,"Children's social work workforce: attrition, caseload, and agency workforce",Reporting year 2021,23-May-22,NA,"Children's social work workforce: attrition, caseload, and agency workforce",2021,No
https://explore-education-statistics.service.gov.uk/data-tables/children-s-social-work-workforce-attrition-caseload-and-agency-workforce,Create your own tables,Table Tool,NA,"Children's social work workforce: attrition, caseload, and agency workforce","Children's social work workforce: attrition, caseload, and agency workforce",,No
https://explore-education-statistics.service.gov.uk/find-statistics/the-link-between-absence-and-attainment-at-ks2-and-ks4/data-guidance,The link between absence and attainment at KS2 and KS4,Academic year 2018/19,06-May-22,NA,The link between absence and attainment at KS2 and KS4,2018/19,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-3,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 3 2021,19-Jan-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 3 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2021-week-2,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 2 2021,12-Jan-21,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 2 2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-50,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 50 2020,15-Dec-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 50 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-49,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 49 2020,08-Dec-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 49 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-48,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 48 2020,01-Dec-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 48 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-47,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 47 2020,24-Nov-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 47 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-46,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 46 2020,17-Nov-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 46 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-45,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 45 2020,10-Nov-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 45 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-44,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 44 2020,03-Nov-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 44 2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/attendance-in-education-and-early-years-settings-during-the-coronavirus-covid-19-outbreak/2020-week-43,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 43 2020,27-Oct-20,NA,Attendance in education and early years settings during the coronavirus (COVID-19) pandemic,Week 43 2020,No
